cd_municipio;nm_municipio;nr_turno;qt_secoes_agregadas;qt_aptos_tot;qt_comparecimento;qt_votos_nom_validos;qt_votos_brancos;qt_total_vt_leg_validos;qt_total_votos_anulados;qt_votos_validos;qt_votos;qt_total_votos_nulos
19631;CABACEIRAS;1;0;4861;4171;3971;72;0;0;3971;4171;128
19640;POÇO DANTAS;1;4;4051;3079;2974;18;0;0;2974;3079;87
19658;CABEDELO;1;3;50861;40790;39032;655;0;0;39032;40790;1103
19666;JOCA CLAUDINO;1;0;2542;1979;1907;18;0;0;1907;1979;54
19674;CACHOEIRA DOS ÍNDIOS;1;0;7722;6189;5842;72;0;0;5842;6189;275
19682;TENÓRIO;1;0;2883;2445;2332;28;0;0;2332;2445;85
19690;CACIMBA DE AREIA;1;0;3941;3208;3047;38;0;0;3047;3208;123
19704;COXIXOLA;1;0;1892;1592;1529;21;0;0;1529;1592;42
19712;CACIMBA DE DENTRO;1;0;13806;10600;9920;117;0;0;9920;10600;563
19720;PARARI;1;1;2149;1790;1718;15;0;0;1718;1790;57
19739;CAIÇARA;1;0;6230;4873;4589;57;0;0;4589;4873;227
19747;PEDRO RÉGIS;1;0;5427;4003;3705;75;0;0;3705;4003;223
19755;CAJAZEIRAS;1;5;45792;38188;36545;495;0;0;36545;38188;1148
19763;ALCANTIL;1;0;4665;4070;3860;80;0;0;3860;4070;130
19771;CALDAS BRANDÃO;1;0;5277;4408;4192;71;0;0;4192;4408;145
19780;BARRA DE SANTANA;1;0;7427;6152;5749;129;0;0;5749;6152;274
19798;CAMALAÚ;1;1;5956;4887;4637;65;0;0;4637;4887;185
19801;CATURITÉ;1;0;4941;4253;4022;76;0;0;4022;4253;155
19810;CAMPINA GRANDE;1;19;297464;257294;241623;4863;0;0;241623;257294;10808
19828;RIACHO DE SANTO ANTÔNIO;1;0;2395;2074;1983;26;0;0;1983;2074;65
19836;CARRAPATEIRA;1;0;2299;1811;1730;11;0;0;1730;1811;70
19844;APARECIDA;1;0;6848;5761;5498;94;0;0;5498;5761;169
19852;CATINGUEIRA;1;0;5299;4036;3882;42;0;0;3882;4036;112
19860;SÃO FRANCISCO;1;0;3991;3435;3243;42;0;0;3243;3435;150
19879;CATOLÉ DO ROCHA;1;0;21334;17964;17098;304;0;0;17098;17964;562
19887;VIEIRÓPOLIS;1;0;4977;4042;3840;46;0;0;3840;4042;156
19895;CONCEIÇÃO;1;0;14450;11559;10900;143;0;0;10900;11559;516
19909;AREIA DE BARAÚNAS;1;0;2157;1790;1703;24;0;0;1703;1790;63
19917;CONDADO;1;0;5523;4491;4246;40;0;0;4246;4491;205
19925;ALGODÃO DE JANDAÍRA;1;1;2980;2416;2279;35;0;0;2279;2416;102
19933;CONDE;1;0;22605;18740;17617;393;0;0;17617;18740;730
19941;BOA VISTA;1;0;5906;5215;4956;98;0;0;4956;5215;161
19950;CONGO;1;0;5083;4396;4254;37;0;0;4254;4396;105
19968;MARCAÇÃO;1;1;6948;5816;5535;91;0;0;5535;5816;190
19976;COREMAS;1;0;12120;9342;8890;106;0;0;8890;9342;346
19984;MATURÉIA;1;0;5501;4330;4064;91;0;0;4064;4330;175
19992;CRUZ DO ESPÍRITO SANTO;1;1;15899;13497;12541;425;0;0;12541;13497;531
20001;SANTA CECÍLIA;1;0;6643;5813;5521;80;0;0;5521;5813;212
20010;CUBATI;1;3;6481;5326;5022;93;0;0;5022;5326;211
20036;CUITÉ;1;0;16936;13534;12830;169;0;0;12830;13534;535
20052;CUITEGI;1;0;5795;4506;4218;122;0;0;4218;4506;166
20079;CURRAL VELHO;1;0;2342;1825;1763;10;0;0;1763;1825;52
20095;DESTERRO;1;0;7360;5854;5599;66;0;0;5599;5854;189
20117;VISTA SERRANA;1;0;3211;2459;2353;25;0;0;2353;2459;81
20133;DIAMANTE;1;0;5606;4196;3987;55;0;0;3987;4196;154
20150;DONA INÊS;1;0;9045;7131;6701;84;0;0;6701;7131;346
20176;DUAS ESTRADAS;1;0;3552;2915;2747;45;0;0;2747;2915;123
20192;EMAS;1;0;3329;2603;2498;31;0;0;2498;2603;74
20214;ESPERANÇA;1;0;24937;20331;19038;488;0;0;19038;20331;805
20230;FAGUNDES;1;0;10047;7948;7369;127;0;0;7369;7948;452
20257;FREI MARTINHO;1;0;2819;2366;2259;26;0;0;2259;2366;81
20273;GUARABIRA;1;1;42570;35532;33531;776;0;0;33531;35532;1225
20290;GURINHÉM;1;0;11233;9141;8621;179;0;0;8621;9141;341
20311;GURJÃO;1;0;3094;2610;2502;18;0;0;2502;2610;90
20338;IBIARA;1;0;5462;4223;3978;52;0;0;3978;4223;193
20354;IMACULADA;1;0;8785;6598;6211;84;0;0;6211;6598;303
20370;INGÁ;1;0;14823;11927;11319;185;0;0;11319;11927;423
20397;ITABAIANA;1;0;18971;15745;14914;273;0;0;14914;15745;558
20419;ITAPORANGA;1;0;17085;13398;12813;161;0;0;12813;13398;424
20435;ITAPOROROCA;1;0;13194;10892;10204;192;0;0;10204;10892;496
20451;ITATUBA;1;0;8451;6964;6516;132;0;0;6516;6964;316
20478;JACARAÚ;1;0;13776;10551;10036;150;0;0;10036;10551;365
20494;JERICÓ;1;0;6866;5453;5271;59;0;0;5271;5453;123
20516;JOÃO PESSOA;1;9;564278;479357;458518;6833;0;0;458518;479357;14006
20532;JUAREZ TÁVORA;1;0;7400;6144;5796;108;0;0;5796;6144;240
20559;JUAZEIRINHO;1;2;13318;10741;10184;152;0;0;10184;10741;405
20575;JUNCO DO SERIDÓ;1;0;5662;4709;4453;87;0;0;4453;4709;169
20591;JURIPIRANGA;1;1;9739;8138;7638;108;0;0;7638;8138;392
20613;JURU;1;0;7697;5995;5685;62;0;0;5685;5995;248
20630;LAGOA;1;0;4767;3744;3545;45;0;0;3545;3744;154
20656;LAGOA DE DENTRO;1;1;7211;5572;5336;58;0;0;5336;5572;178
20672;LAGOA SECA;1;0;20617;17593;16113;549;0;0;16113;17593;931
20699;LASTRO;1;0;4207;3477;3366;27;0;0;3366;3477;84
20710;LIVRAMENTO;1;0;5817;4574;4311;72;0;0;4311;4574;191
20737;LUCENA;1;0;12412;10051;9557;164;0;0;9557;10051;330
20753;MÃE D'ÁGUA;1;1;3746;3052;2950;20;0;0;2950;3052;82
20770;MALTA;1;0;5150;4083;3896;46;0;0;3896;4083;141
20796;MAMANGUAPE;1;0;32572;26813;25219;602;0;0;25219;26813;992
20818;MANAÍRA;1;0;8626;6717;6383;62;0;0;6383;6717;272
20834;MARI;1;3;17144;14577;13741;243;0;0;13741;14577;593
20850;MASSARANDUBA;1;1;11708;9727;8970;244;0;0;8970;9727;513
20877;MATARACA;1;0;8475;6532;6138;108;0;0;6138;6532;286
20893;MOGEIRO;1;0;10649;8733;8266;135;0;0;8266;8733;332
20915;MONTADAS;1;0;4867;4117;3821;89;0;0;3821;4117;207
20931;MONTE HOREBE;1;0;3977;3033;2932;22;0;0;2932;3033;79
20958;MONTEIRO;1;2;25744;21169;20100;317;0;0;20100;21169;752
20974;MULUNGU;1;1;8896;7484;7084;109;0;0;7084;7484;291
20990;NATUBA;1;1;6583;5347;4870;110;0;0;4870;5347;367
21016;NAZAREZINHO;1;1;6819;5701;5470;51;0;0;5470;5701;180
21032;NOVA FLORESTA;1;1;7982;6280;5916;83;0;0;5916;6280;281
21059;NOVA OLINDA;1;0;5515;3913;3673;68;0;0;3673;3913;172
21075;NOVA PALMEIRA;1;0;3376;2929;2798;41;0;0;2798;2929;90
21091;OLHO D'ÁGUA;1;0;6953;5296;4992;65;0;0;4992;5296;239
21113;OLIVEDOS;1;0;3933;3273;3120;47;0;0;3120;3273;106
21130;OURO VELHO;1;0;2899;2490;2420;15;0;0;2420;2490;55
21156;PASSAGEM;1;0;2647;2080;2007;17;0;0;2007;2080;56
21172;PATOS;1;6;66694;55010;52459;884;0;0;52459;55010;1667
21199;PAULISTA;1;0;9860;8107;7709;108;0;0;7709;8107;290
21210;PEDRA BRANCA;1;0;3904;2972;2797;47;0;0;2797;2972;128
21237;PEDRA LAVRADA;1;0;5939;5044;4806;79;0;0;4806;5044;159
21253;PEDRAS DE FOGO;1;0;23686;19349;18345;353;0;0;18345;19349;651
21270;PIANCÓ;1;1;12641;9984;9429;144;0;0;9429;9984;411
21296;PICUÍ;1;1;14775;12280;11656;169;0;0;11656;12280;455
21318;PILAR;1;0;9894;8378;7946;142;0;0;7946;8378;290
21334;PILÕES;1;0;6929;5409;5081;101;0;0;5081;5409;227
21350;PILÕEZINHOS;1;4;5258;4243;3955;81;0;0;3955;4243;207
21377;PIRPIRITUBA;1;0;7683;6170;5782;149;0;0;5782;6170;239
21393;PITIMBU;1;0;12023;9866;9456;133;0;0;9456;9866;277
21415;POCINHOS;1;0;14034;11535;10732;246;0;0;10732;11535;557
21431;POMBAL;1;4;25005;20081;19088;224;0;0;19088;20081;769
21458;PRATA;1;0;4018;3336;3194;46;0;0;3194;3336;96
21474;PRINCESA ISABEL;1;0;16084;12577;11930;152;0;0;11930;12577;495
21490;PUXINANÃ;1;0;12011;10288;9621;238;0;0;9621;10288;429
21512;QUEIMADAS;1;1;34705;29047;27340;624;0;0;27340;29047;1083
21539;QUIXABA;1;0;2282;1958;1847;21;0;0;1847;1958;90
21555;REMÍGIO;1;0;14179;11326;10760;150;0;0;10760;11326;416
21571;RIACHO DOS CAVALOS;1;0;7623;6522;6198;100;0;0;6198;6522;224
21598;RIO TINTO;1;4;18180;15691;14868;259;0;0;14868;15691;564
21610;SALGADINHO;1;0;3275;2559;2443;37;0;0;2443;2559;79
21636;SALGADO DE SÃO FÉLIX;1;2;9673;7805;7372;108;0;0;7372;7805;325
21652;SANTA CRUZ;1;1;5559;4605;4478;39;0;0;4478;4605;88
21679;SANTA HELENA;1;1;5570;4589;4376;42;0;0;4376;4589;171
21695;SANTA LUZIA;1;0;11756;9949;9410;196;0;0;9410;9949;343
21717;SANTANA DE MANGUEIRA;1;0;4451;3505;3323;36;0;0;3323;3505;146
21733;SANTANA DOS GARROTES;1;0;6228;4706;4393;79;0;0;4393;4706;234
21750;SANTA RITA;1;3;98333;82635;76888;1972;0;0;76888;82635;3775
21776;SANTA TERESINHA;1;0;5549;4564;4354;64;0;0;4354;4564;146
21792;SÃO BENTO;1;0;26954;22557;21257;416;0;0;21257;22557;884
21814;SÃO JOÃO DO CARIRI;1;4;4187;3488;3373;36;0;0;3373;3488;79
21830;SÃO JOÃO DO TIGRE;1;0;3868;3210;2996;43;0;0;2996;3210;171
21857;SÃO JOSÉ DA LAGOA TAPADA;1;0;6593;5431;5126;93;0;0;5126;5431;212
21873;SÃO JOSÉ DE CAIANA;1;0;5302;3911;3702;55;0;0;3702;3911;154
21890;SÃO JOSÉ DE ESPINHARAS;1;0;4325;3523;3389;42;0;0;3389;3523;92
21911;SÃO JOSÉ DE PIRANHAS;1;0;15069;12197;11621;152;0;0;11621;12197;424
21938;SÃO JOSÉ DO BONFIM;1;0;4027;3353;3219;39;0;0;3219;3353;95
21954;SÃO JOSÉ DO SABUGI;1;0;4066;3669;3473;54;0;0;3473;3669;142
21970;SÃO JOSÉ DOS CORDEIROS;1;1;3456;2775;2657;36;0;0;2657;2775;82
21997;SÃO MAMEDE;1;0;7001;5569;5350;69;0;0;5350;5569;150
22012;SÃO MIGUEL DE TAIPU;1;0;6084;5076;4734;105;0;0;4734;5076;237
22039;SÃO SEBASTIÃO DE LAGOA DE ROÇA;1;0;8755;6947;6402;202;0;0;6402;6947;343
22055;SÃO SEBASTIÃO DO UMBUZEIRO;1;0;3123;2558;2413;35;0;0;2413;2558;110
22071;SAPÉ;1;0;36117;30178;28234;690;0;0;28234;30178;1254
22098;SÃO VICENTE DO SERIDÓ;1;2;8945;7052;6644;136;0;0;6644;7052;272
22110;SERRA BRANCA;1;0;10397;8405;8067;108;0;0;8067;8405;230
22136;SERRA DA RAIZ;1;1;3032;2451;2306;43;0;0;2306;2451;102
22152;SERRA GRANDE;1;0;3175;2436;2328;23;0;0;2328;2436;85
22179;SERRA REDONDA;1;1;6177;5197;4920;81;0;0;4920;5197;196
22195;SERRARIA;1;0;4389;3369;3120;62;0;0;3120;3369;187
22217;SOLÂNEA;1;0;21358;16894;15961;283;0;0;15961;16894;650
22233;SOLEDADE;1;0;11158;9187;8587;180;0;0;8587;9187;420
22250;SOUSA;1;9;46489;39379;37735;620;0;0;37735;39379;1024
22276;SUMÉ;1;0;13491;11048;10624;127;0;0;10624;11048;297
22292;TACIMA;1;0;7456;5961;5649;96;0;0;5649;5961;216
22314;TAPEROÁ;1;1;10984;8385;7846;125;0;0;7846;8385;414
22330;TAVARES;1;0;11491;8574;8148;110;0;0;8148;8574;316
22357;TEIXEIRA;1;0;11638;9417;8981;148;0;0;8981;9417;288
22373;TRIUNFO;1;0;7388;5854;5578;71;0;0;5578;5854;205
22390;UIRAÚNA;1;3;11962;9993;9584;105;0;0;9584;9993;304
22411;UMBUZEIRO;1;1;6815;5513;5102;117;0;0;5102;5513;294
22438;VÁRZEA;1;0;2563;2228;2158;21;0;0;2158;2228;49
23000;QUIXABA;1;0;6109;4962;4820;42;0;0;4820;4962;100
23019;AFOGADOS DA INGAZEIRA;1;4;28492;22445;21459;301;0;0;21459;22445;685
23027;LAGOA DO CARRO;1;1;14319;12373;11780;168;0;0;11780;12373;425
23035;AFRÂNIO;1;2;17235;13774;12998;224;0;0;12998;13774;552
23043;SANTA CRUZ DA BAIXA VERDE;1;0;9131;7536;7189;69;0;0;7189;7536;278
23051;AGRESTINA;1;2;19648;16452;15501;275;0;0;15501;16452;676
23060;XEXÉU;1;0;10448;7800;7359;144;0;0;7359;7800;297
23078;ÁGUA PRETA;1;1;23263;15678;14798;292;0;0;14798;15678;588
23086;VERTENTE DO LÉRIO;1;0;7742;6293;5946;113;0;0;5946;6293;234
23094;ÁGUAS BELAS;1;12;33200;24090;22788;276;0;0;22788;24090;1026
23108;SANTA CRUZ;1;0;12396;10127;9833;58;0;0;9833;10127;236
23116;ALAGOINHA;1;1;12690;9929;9424;118;0;0;9424;9929;387
23124;JUCATI;1;2;9792;7987;7558;137;0;0;7558;7987;292
23132;ALIANÇA;1;4;28694;22086;20807;381;0;0;20807;22086;898
23140;DORMENTES;1;4;16310;12915;12316;152;0;0;12316;12915;447
23159;ALTINHO;1;7;16655;13820;12979;242;0;0;12979;13820;599
23167;CARNAUBEIRA DA PENHA;1;3;12147;9069;8760;58;0;0;8760;9069;251
23175;AMARAJI;1;0;16866;13526;12741;248;0;0;12741;13526;537
23183;LAGOA GRANDE;1;5;21214;16099;15432;140;0;0;15432;16099;527
23191;ANGELIM;1;0;9369;6944;6582;89;0;0;6582;6944;273
23205;ARAÇOIABA;1;0;16119;13814;13096;220;0;0;13096;13814;498
23213;ARARIPINA;1;0;58679;46191;43874;559;0;0;43874;46191;1758
23221;CASINHAS;1;2;11749;9305;8706;187;0;0;8706;9305;412
23230;ARCOVERDE;1;16;48885;40252;38620;517;0;0;38620;40252;1115
23248;MANARI;1;1;13335;9587;9233;98;0;0;9233;9587;256
23256;BARRA DE GUABIRABA;1;0;9800;8336;7913;148;0;0;7913;8336;275
23264;JATOBÁ;1;0;10742;8318;8007;57;0;0;8007;8318;254
23272;BARREIROS;1;1;30830;23495;22242;430;0;0;22242;23495;823
23280;TAMANDARÉ;1;0;18260;14653;14005;222;0;0;14005;14653;426
23299;BELÉM DE MARIA;1;4;9650;7638;7224;119;0;0;7224;7638;295
23302;JAQUEIRA;1;0;9942;7020;6660;77;0;0;6660;7020;283
23310;BELÉM DO SÃO FRANCISCO;1;6;15095;12163;11747;91;0;0;11747;12163;325
23329;SANTA FILOMENA;1;0;12428;9499;9211;47;0;0;9211;9499;241
23337;BELO JARDIM;1;8;62290;48926;45811;1061;0;0;45811;48926;2054
23353;BETÂNIA;1;1;10493;7435;7017;48;0;0;7017;7435;370
23370;BEZERROS;1;20;46442;39216;37066;774;0;0;37066;39216;1376
23396;BODOCÓ;1;4;25323;20617;19620;202;0;0;19620;20617;795
23418;BOM CONSELHO;1;13;37495;26190;24817;285;0;0;24817;26190;1088
23434;BOM JARDIM;1;10;29807;23937;22652;388;0;0;22652;23937;897
23450;BONITO;1;0;30366;24472;22931;425;0;0;22931;24472;1116
23477;BREJÃO;1;11;9041;7382;6957;99;0;0;6957;7382;326
23493;BREJINHO;1;0;7817;5750;5408;85;0;0;5408;5750;257
23515;BREJO DA MADRE DE DEUS;1;9;33601;26424;25024;476;0;0;25024;26424;924
23531;BUENOS AIRES;1;0;11275;9288;8710;163;0;0;8710;9288;415
23558;BUÍQUE;1;0;39785;28147;26217;380;0;0;26217;28147;1550
23574;CABO DE SANTO AGOSTINHO;1;5;161074;136906;128191;2820;0;0;128191;136906;5895
23590;CABROBÓ;1;2;25903;20210;19316;196;0;0;19316;20210;698
23612;CACHOEIRINHA;1;0;15990;12889;12117;276;0;0;12117;12889;496
23639;CAETÉS;1;0;19970;14692;13899;206;0;0;13899;14692;587
23655;CALÇADO;1;1;7438;6276;5941;82;0;0;5941;6276;253
23671;CALUMBI;1;5;6577;5277;5047;56;0;0;5047;5277;174
23698;CAMOCIM DE SÃO FÉLIX;1;0;14852;12309;11610;216;0;0;11610;12309;483
23710;CAMUTANGA;1;4;7435;5880;5559;98;0;0;5559;5880;223
23736;CANHOTINHO;1;3;16987;13508;12669;264;0;0;12669;13508;575
23752;CAPOEIRAS;1;1;16072;11768;11132;168;0;0;11132;11768;468
23779;CARNAÍBA;1;8;15894;12274;11731;119;0;0;11731;12274;424
23795;CARPINA;1;18;56127;48249;45769;865;0;0;45769;48249;1615
23817;CARUARU;1;20;240717;206247;195286;4107;0;0;195286;206247;6854
23833;CATENDE;1;0;25512;19638;18639;306;0;0;18639;19638;693
23850;CEDRO;1;0;9923;7525;7205;60;0;0;7205;7525;260
23876;CHÃ DE ALEGRIA;1;0;11035;9227;8701;132;0;0;8701;9227;394
23892;CHÃ GRANDE;1;0;18867;15435;14480;322;0;0;14480;15435;633
23914;CONDADO;1;0;20791;15811;14942;270;0;0;14942;15811;599
23930;CORRENTES;1;0;13851;9700;9311;72;0;0;9311;9700;317
23957;CORTÊS;1;11;10883;8419;7977;119;0;0;7977;8419;323
23973;CUMARU;1;6;15315;11775;11075;200;0;0;11075;11775;500
23990;CUPIRA;1;4;19620;15791;14915;251;0;0;14915;15791;625
24015;CUSTÓDIA;1;0;28504;21358;20316;204;0;0;20316;21358;838
24031;ESCADA;1;29;47332;39300;37326;623;0;0;37326;39300;1351
24058;EXU;1;0;27572;21277;20161;214;0;0;20161;21277;902
24074;FEIRA NOVA;1;6;18367;14553;13672;257;0;0;13672;14553;624
24090;FERREIROS;1;0;9945;8087;7586;147;0;0;7586;8087;354
24112;FLORES;1;5;16229;12584;11846;184;0;0;11846;12584;554
24139;FLORESTA;1;6;23829;18825;18118;135;0;0;18118;18825;572
24155;FREI MIGUELINHO;1;11;11951;10233;9790;173;0;0;9790;10233;270
24171;GAMELEIRA;1;2;15305;11744;11182;167;0;0;11182;11744;395
24198;GARANHUNS;1;3;95598;78566;75248;1157;0;0;75248;78566;2161
24210;GLÓRIA DO GOITÁ;1;0;22599;18527;17291;338;0;0;17291;18527;898
24236;GOIANA;1;6;61021;52327;49909;879;0;0;49909;52327;1539
24252;GRANITO;1;4;6727;5628;5385;49;0;0;5385;5628;194
24279;GRAVATÁ;1;8;68850;54214;50939;1209;0;0;50939;54214;2066
24295;IATI;1;0;15924;11039;10415;89;0;0;10415;11039;535
24317;IBIMIRIM;1;12;20772;15351;14801;116;0;0;14801;15351;434
24333;IBIRAJUBA;1;1;6910;5447;5115;97;0;0;5115;5447;235
24350;IGARASSU;1;6;85790;72681;68683;1345;0;0;68683;72681;2653
24376;IGUARACY;1;5;8841;7015;6705;83;0;0;6705;7015;227
24392;INAJÁ;1;1;14263;11043;10633;97;0;0;10633;11043;313
24414;INGAZEIRA;1;4;4062;3387;3257;43;0;0;3257;3387;87
24430;IPOJUCA;1;3;80625;66937;63774;1032;0;0;63774;66937;2131
24457;IPUBI;1;0;22602;16814;15912;202;0;0;15912;16814;700
24473;ITACURUBA;1;0;4317;3567;3480;21;0;0;3480;3567;66
24490;ITAÍBA;1;6;19629;14715;13885;155;0;0;13885;14715;675
24511;ILHA DE ITAMARACÁ;1;0;17529;14009;13449;149;0;0;13449;14009;411
24538;ITAPETIM;1;0;12403;9375;8861;122;0;0;8861;9375;392
24554;ITAQUITINGA;1;2;14004;10788;10275;123;0;0;10275;10788;390
24570;JABOATÃO DOS GUARARAPES;1;13;479002;388112;367250;7066;0;0;367250;388112;13796
24597;JATAÚBA;1;2;14795;11501;10966;139;0;0;10966;11501;396
24619;JOÃO ALFREDO;1;2;25306;18814;17703;356;0;0;17703;18814;755
24635;JOAQUIM NABUCO;1;0;13550;10105;9565;181;0;0;9565;10105;359
24651;JUPI;1;4;12303;10121;9605;161;0;0;9605;10121;355
24678;JUREMA;1;0;12092;9153;8652;111;0;0;8652;9153;390
24694;LAGOA DE ITAENGA;1;2;18582;14791;13834;317;0;0;13834;14791;640
24716;LAGOA DO OURO;1;0;11097;8462;7947;87;0;0;7947;8462;428
24732;LAGOA DOS GATOS;1;2;12218;9098;8648;92;0;0;8648;9098;358
24759;LAJEDO;1;4;29992;24731;23451;405;0;0;23451;24731;875
24775;LIMOEIRO;1;20;44541;37210;35136;656;0;0;35136;37210;1418
24791;MACAPARANA;1;3;19850;15163;14214;271;0;0;14214;15163;678
24813;MACHADOS;1;2;10652;8573;8036;204;0;0;8036;8573;333
24830;MARAIAL;1;4;9408;6360;6011;85;0;0;6011;6360;264
24856;MIRANDIBA;1;0;11602;8979;8532;98;0;0;8532;8979;349
24872;MORENO;1;3;48006;40037;37487;928;0;0;37487;40037;1622
24899;NAZARÉ DA MATA;1;7;25407;21118;19891;469;0;0;19891;21118;758
24910;OLINDA;1;34;298056;258870;247023;4114;0;0;247023;258870;7733
24937;OROBÓ;1;4;20660;14733;13944;242;0;0;13944;14733;547
24953;OROCÓ;1;1;12536;9651;9299;100;0;0;9299;9651;252
24970;OURICURI;1;0;50660;37203;35377;339;0;0;35377;37203;1487
24996;PALMARES;1;5;40463;31514;30171;430;0;0;30171;31514;913
25011;PALMEIRINA;1;1;6640;4487;4193;72;0;0;4193;4487;222
25038;PANELAS;1;2;22004;15510;14621;157;0;0;14621;15510;732
25054;PARANATAMA;1;5;10815;8799;8292;122;0;0;8292;8799;385
25070;PARNAMIRIM;1;1;18055;14421;14071;86;0;0;14071;14421;264
25097;PASSIRA;1;1;25586;20719;19501;366;0;0;19501;20719;852
25119;PAUDALHO;1;1;46021;36993;34782;805;0;0;34782;36993;1406
25135;PAULISTA;1;20;228288;195597;187020;2941;0;0;187020;195597;5636
25151;PEDRA;1;2;19524;14626;13786;227;0;0;13786;14626;613
25178;PESQUEIRA;1;7;50722;38243;36658;487;0;0;36658;38243;1098
25194;PETROLÂNDIA;1;2;25325;19421;18682;194;0;0;18682;19421;545
25216;PETROLINA;1;10;231011;191595;183869;2645;0;0;183869;191595;5081
25232;POÇÃO;1;0;10132;7837;7376;119;0;0;7376;7837;342
25259;POMBOS;1;14;19128;16700;15623;378;0;0;15623;16700;699
25275;PRIMAVERA;1;0;11427;8739;8290;169;0;0;8290;8739;280
25291;QUIPAPÁ;1;2;17875;11518;10776;209;0;0;10776;11518;533
25313;RECIFE;1;70;1216750;1044282;996696;15770;0;0;996696;1044282;31816
25330;RIACHO DAS ALMAS;1;2;19636;17177;16064;373;0;0;16064;17177;740
25356;RIBEIRÃO;1;7;28186;22380;21287;343;0;0;21287;22380;750
25372;RIO FORMOSO;1;8;16333;12782;12146;170;0;0;12146;12782;466
25399;SAIRÉ;1;8;11009;9526;8867;222;0;0;8867;9526;437
25410;SALGADINHO;1;0;7356;5432;5177;66;0;0;5177;5432;189
25437;SALGUEIRO;1;5;41800;33669;32441;395;0;0;32441;33669;833
25453;SALOÁ;1;6;13494;9329;8795;113;0;0;8795;9329;421
25470;SANHARÓ;1;0;16013;12806;12116;182;0;0;12116;12806;508
25496;SANTA CRUZ DO CAPIBARIBE;1;2;61793;53136;50998;751;0;0;50998;53136;1387
25518;SANTA MARIA DA BOA VISTA;1;1;31018;24087;23269;230;0;0;23269;24087;588
25534;SANTA MARIA DO CAMBUCÁ;1;0;11173;8904;8423;167;0;0;8423;8904;314
25550;SANTA TEREZINHA;1;2;7987;6373;6072;70;0;0;6072;6373;231
25577;SÃO BENEDITO DO SUL;1;0;8829;5851;5351;113;0;0;5351;5851;387
25593;SÃO BENTO DO UNA;1;4;36545;27741;26394;403;0;0;26394;27741;944
25615;SÃO CAITANO;1;7;30181;25355;23705;468;0;0;23705;25355;1182
25631;SÃO JOÃO;1;0;18861;14035;13328;146;0;0;13328;14035;561
25658;SÃO JOAQUIM DO MONTE;1;7;17327;14046;13133;229;0;0;13133;14046;684
25674;SÃO JOSÉ DA COROA GRANDE;1;0;16157;12208;11611;199;0;0;11611;12208;398
25690;SÃO JOSÉ DO BELMONTE;1;4;26465;20136;19181;216;0;0;19181;20136;739
25712;SÃO JOSÉ DO EGITO;1;6;23073;18556;17650;222;0;0;17650;18556;684
25739;SÃO LOURENÇO DA MATA;1;20;77577;67202;63560;1217;0;0;63560;67202;2425
25755;SÃO VICENTE FÉRRER;1;0;14148;11258;10653;158;0;0;10653;11258;447
25771;SERRA TALHADA;1;1;60119;48883;46533;565;0;0;46533;48883;1785
25798;SERRITA;1;0;16126;12189;11722;85;0;0;11722;12189;382
25810;SERTÂNIA;1;16;26096;19300;18435;226;0;0;18435;19300;639
25836;SIRINHAÉM;1;1;28373;22261;21068;381;0;0;21068;22261;812
25852;MOREILÂNDIA;1;1;9644;7513;7160;85;0;0;7160;7513;268
25879;SOLIDÃO;1;3;5563;4365;4219;27;0;0;4219;4365;119
25895;SURUBIM;1;8;46002;38191;36102;827;0;0;36102;38191;1262
25917;TABIRA;1;10;20487;16415;15827;186;0;0;15827;16415;402
25933;TACAIMBÓ;1;3;10332;8457;7893;205;0;0;7893;8457;359
25950;TACARATU;1;6;17196;13530;13000;107;0;0;13000;13530;423
25976;ITAMBÉ;1;4;23839;19151;18079;332;0;0;18079;19151;740
25992;TAQUARITINGA DO NORTE;1;8;20661;17462;16758;300;0;0;16758;17462;404
26018;TEREZINHA;1;3;6639;5025;4694;73;0;0;4694;5025;258
26034;TERRA NOVA;1;7;8197;6920;6736;47;0;0;6736;6920;137
26050;TIMBAÚBA;1;7;42384;33890;32010;551;0;0;32010;33890;1329
26077;TORITAMA;1;0;32437;27496;26557;422;0;0;26557;27496;517
26093;TRACUNHAÉM;1;2;11144;9348;8844;189;0;0;8844;9348;315
26115;TRINDADE;1;0;22933;17421;16704;192;0;0;16704;17421;525
26131;TRIUNFO;1;3;11445;9394;8990;67;0;0;8990;9394;337
26158;TUPANATINGA;1;2;18348;12469;11706;149;0;0;11706;12469;614
26174;TUPARETAMA;1;8;8062;6432;6268;52;0;0;6268;6432;112
26190;VENTUROSA;1;0;14454;11218;10687;117;0;0;10687;11218;414
26212;VERDEJANTE;1;1;7836;6385;6087;65;0;0;6087;6385;233
26239;VERTENTES;1;4;16517;13209;12493;238;0;0;12493;13209;478
26255;VICÊNCIA;1;9;22096;17288;16269;284;0;0;16269;17288;735
26271;VITÓRIA DE SANTO ANTÃO;1;36;99215;84936;80213;1627;0;0;80213;84936;3096
26298;CAMARAGIBE;1;6;120640;104729;99172;1882;0;0;99172;104729;3675
26310;ABREU E LIMA;1;0;84026;68900;65606;1107;0;0;65606;68900;2187
26336;ITAPISSUMA;1;0;18967;16362;15440;311;0;0;15440;16362;611
27006;PARIPUEIRA;1;0;11063;8868;8518;141;0;0;8518;8868;209
27014;ÁGUA BRANCA;1;0;15935;11123;10781;82;0;0;10781;11123;260
